33,2,8,GANopolis,1.3634,0.0015,0.0023,-0.1118,-0.0031,0.1118,0.4163
34,2,9,GANopolis,1.4268,0.0005,0.0015,-0.0909,-0.0039,0.091,0.3384
35,2,10,GANopolis,1.4901,-0.0012,-0.0006,-0.0693,-0.0068,0.0697,0.2724
36,2,11,GANopolis,1.5172,-0.0043,-0.0037,-0.0645,-0.0097,0.0653,0.2604
37,2,12,GANopolis,1.5556,-0.0044,-0.0036,-0.0682,-0.0123,0.0694,0.2714
38,2,13,GANopolis,1.5718,-0.0027,-0.0022,-0.0717,-0.0118,0.0727,0.2811
39,2,14,GANopolis,1.5986,-0.0026,-0.0025,-0.0836,-0.0028,0.0838,0.3137
40,2,15,GANopolis,1.6191,-0.0028,-0.0028,-0.0956,0.0108,0.0963,0.3563
41,2,16,GANopolis,1.6433,-0.0014,-0.0014,-0.1083,0.0231,0.1108,0.4118
42,2,17,GANopolis,1.6686,-0.0011,-0.0012,-0.1236,0.0293,0.1271,0.4855
43,2,18,GANopolis,1.6677,-0.0018,-0.0017,-0.131,0.018,0.1323,0.5146
44,2,19,GANopolis,1.5914,-0.0009,-0.0004,-0.1163,0.0057,0.1165,0.436
45,2,20,GANopolis,1.4507,0.0001,0.0006,-0.1065,-0.0011,0.1065,0.3947
46,2,21,GANopolis,1.3167,-0.0008,-0.0004,-0.0905,-0.0015,0.0905,0.3366
47,2,22,GANopolis,1.1897,-0.0006,-0.0001,-0.0836,0.0057,0.0839,0.3151
48,2,23,GANopolis,1.0752,0.0009,0.0013,-0.0718,0.0221,0.0755,0.2887
49,3,0,GANopolis,0.9836,-0.0005,-0.0004,-0.0621,0.0431,0.0759,0.2894
50,3,1,GANopolis,0.9087,-0.0025,-0.0025,-0.0667,0.0603,0.0902,0.3346
51,3,2,GANopolis,0.8606,-0.0016,-0.0018,-0.0827,0.0682,0.1074,0.3986
52,3,3,GANopolis,0.8342,0.0004,0.0002,-0.1019,0.0672,0.1223,0.4632
53,3,4,GANopolis,0.8333,0.002,0.0018,-0.1325,0.0499,0.142,0.563
54,3,5,GANopolis,0.8661,0.0038,0.004,-0.1207,0.0151,0.122,0.4617
55,3,6,GANopolis,0.9503,0.0031,0.0032,-0.0973,-0.008,0.0978,0.3634
56,3,7,GANopolis,1.0974,-0.0007,-0.001,-0.0996,-0.0143,0.1007,0.3721
57,3,8,GANopolis,1.2236,-0.0012,-0.0018,-0.1068,-0.0204,0.109,0.4049
58,3,9,GANopolis,1.3196,0.0013,0.0003,-0.1012,-0.0417,0.1099,0.4085
59,3,10,GANopolis,1.3911,0.0028,0.0012,-0.1094,-0.06,0.1249,0.4752
60,3,11,GANopolis,1.4424,0.0006,-0.0014,-0.1467,-0.0463,0.1549,0.6431
61,3,12,GANopolis,1.4799,-0.0022,-0.0041,-0.1424,-0.0099,0.1428,0.568
62,3,13,GANopolis,1.5096,-0.0047,-0.0062,-0.144,-0.0152,0.1448,0.5773
63,3,14,GANopolis,1.5265,-0.0043,-0.0051,-0.1447,-0.0173,0.1458,0.5839
64,3,15,GANopolis,1.5425,-0.0013,-0.0016,-0.1463,-0.0092,0.1466,0.5904
65,3,16,GANopolis,1.5621,0.0016,0.0017,-0.1396,-0.0041,0.1397,0.552
66,3,17,GANopolis,1.5785,0.0026,0.0029,-0.1204,-0.0028,0.1204,0.4572
67,3,18,GANopolis,1.5805,0.0019,0.0021,-0.0984,-0.0048,0.0986,0.365
68,3,19,GANopolis,1.5596,0.0008,0.0004,-0.0966,-0.0071,0.0969,0.3579
69,3,20,GANopolis,1.4698,-0.0026,-0.0031,-0.1173,-0.0038,0.1173,0.4421
70,3,21,GANopolis,1.3489,-0.0043,-0.0044,-0.1327,-0.0028,0.1327,0.5165
71,3,22,GANopolis,1.2293,-0.003,-0.0031,-0.1289,0.0094,0.1294,0.5002
72,3,23,GANopolis,1.1149,-0.0025,-0.0029,-0.1441,0.037,0.149,0.6095
73,4,0,GANopolis,1.0212,-0.0032,-0.0035,-0.1451,0.0532,0.1547,0.6423
74,4,1,GANopolis,0.9467,-0.0024,-0.0025,-0.1585,0.0506,0.1665,0.7229
75,4,2,GANopolis,0.888,-0.0013,-0.0014,-0.1453,0.0423,0.1514,0.6235
76,4,3,GANopolis,0.8493,-0.0014,-0.0014,-0.148,0.0177,0.1493,0.6079
77,4,4,GANopolis,0.8243,-0.0007,-0.0003,-0.1335,-0.0024,0.1335,0.5237
78,4,5,GANopolis,0.8161,0.0009,0.0012,-0.1112,0.0017,0.1114,0.4163
79,4,6,GANopolis,0.8239,0.0002,0.0004,-0.0879,0.0199,0.0902,0.3346
80,4,7,GANopolis,0.8848,-0.0008,-0.0008,-0.0832,0.0253,0.0871,0.3241
81,4,8,GANopolis,1.007,0.0004,0.0002,-0.103,0.0124,0.1039,0.3847
82,4,9,GANopolis,1.128,0.0002,-0.0001,-0.1284,-0.0005,0.1284,0.4912
83,4,10,GANopolis,1.2293,-0.0019,-0.0019,-0.1306,-0.0039,0.1307,0.5024
84,4,11,GANopolis,1.3097,-0.0021,-0.0019,-0.119,-0.0056,0.1191,0.4497
85,4,12,GANopolis,1.3691,-0.0007,-0.0006,-0.1049,-0.0066,0.1052,0.3902
86,4,13,GANopolis,1.4167,0.0008,0.0007,-0.0843,-0.0087,0.0848,0.3168
87,4,14,GANopolis,1.4484,0.0023,0.0019,-0.0834,-0.0139,0.0846,0.3161
88,4,15,GANopolis,1.4773,0.0036,0.0026,-0.0811,-0.0187,0.0833,0.3124
89,4,16,GANopolis,1.4975,-0.0002,-0.0009,-0.0831,-0.0219,0.086,0.3208
90,4,17,GANopolis,1.5144,-0.0028,-0.0034,-0.1088,-0.0299,0.1129,0.4234
91,4,18,GANopolis,1.5265,-0.0016,-0.0023,-0.1458,-0.0162,0.147,0.5981
92,4,19,GANopolis,1.5302,0.0001,-0.0006,-0.1362,-0.0002,0.1362,0.5323
93,4,20,GANopolis,1.4982,-0.0007,-0.0011,-0.1312,-0.0079,0.1315,0.51
94,4,21,GANopolis,1.3952,-0.0027,-0.0023,-0.1085,0.0029,0.1086,0.4071
95,4,22,GANopolis,1.2593,-0.0043,-0.0033,-0.075,0.0083,0.0755,0.2888
96,4,23,GANopolis,1.1128,-0.0046,-0.0034,-0.0485,0.0125,0.0502,0.2242
97,5,0,GANopolis,0.9939,-0.0023,-0.0016,-0.0321,0.0149,0.0356,0.1933
98,5,1,GANopolis,0.8945,0.0004,0.0004,-0.0341,0.0114,0.0366,0.1961
99,5,2,GANopolis,0.8259,0.0018,0.001,-0.1088,-0.0272,0.1128,0.4466
100,5,3,GANopolis,0.7459,0.0012,0.0001,-0.2401,-0.0,0.2418,1.7347
101,5,4,GANopolis,0.675,0.0005,-0.0007,-0.3752,0.0404,0.3775,6.4128
102,5,5,GANopolis,0.649,-0.0017,-0.0028,-0.4124,0.0715,0.4201,10.1585
103,5,6,GANopolis,0.6968,-0.004,-0.0043,-0.2803,0.0544,0.289,3.0808
104,5,7,GANopolis,0.7515,-0.0034,-0.0032,-0.2186,-0.0216,0.22,1.2898
105,5,8,GANopolis,0.8267,-0.0023,-0.0021,-0.1431,-0.0347,0.1475,0.6155
106,5,9,GANopolis,0.9013,-0.0028,-0.0025,-0.0783,-0.0089,0.0796,0.3051
107,5,10,GANopolis,0.9995,-0.0027,-0.0023,-0.0421,-0.0078,0.0432,0.2085
108,5,11,GANopolis,1.0925,-0.0015,-0.0013,-0.041,-0.0075,0.0418,0.2058
109,5,12,GANopolis,1.1793,-0.0016,-0.0018,-0.0381,0.005,0.0385,0.199
110,5,13,GANopolis,1.2539,-0.0014,-0.0017,-0.0529,0.0181,0.056,0.2375
111,5,14,GANopolis,1.3127,0.0003,-0.0001,-0.0806,0.0273,0.0852,0.3199
112,5,15,GANopolis,1.3607,0.0006,0.0001,-0.1235,0.0166,0.1248,0.4746
113,5,16,GANopolis,1.3946,-0.0008,-0.0013,-0.1414,-0.0041,0.1416,0.5612
114,5,17,GANopolis,1.4233,-0.0008,-0.0012,-0.132,-0.0116,0.1325,0.5127
115,5,18,GANopolis,1.4345,-0.0001,-0.0004,-0.1332,-0.0043,0.1333,0.5168
116,5,19,GANopolis,1.4411,-0.0011,-0.0011,-0.1248,0.0001,0.1248,0.4731
117,5,20,GANopolis,1.4269,-0.002,-0.0019,-0.1096,0.0033,0.1096,0.4077
118,5,21,GANopolis,1.3688,-0.0016,-0.0017,-0.098,0.0142,0.0992,0.3674
119,5,22,GANopolis,1.244,-0.0005,-0.0008,-0.0983,0.0225,0.1009,0.3748
120,5,23,GANopolis,1.0957,0.0004,0.0002,-0.1192,0.0111,0.1199,0.4583
121,6,0,GANopolis,0.9721,0.0034,0.0036,-0.1365,0.0023,0.1366,0.5362
122,6,1,GANopolis,0.8755,0.0009,0.0014,-0.1263,0.0133,0.1271,0.4866
123,6,2,GANopolis,0.7969,-0.0027,-0.0022,-0.1249,0.0296,0.1286,0.4917
124,6,3,GANopolis,0.7378,-0.0029,-0.0024,-0.1334,0.0365,0.1384,0.5429
125,6,4,GANopolis,0.6973,-0.0015,-0.001,-0.1335,0.0346,0.1379,0.5405
126,6,5,GANopolis,0.6805,-0.0011,-0.0005,-0.1433,0.0306,0.1466,0.5908
127,6,6,GANopolis,0.6779,-0.0018,-0.0008,-0.1484,0.0058,0.1491,0.608
128,6,7,GANopolis,0.6591,-0.0022,-0.0012,-0.1174,-0.0108,0.1185,0.4568
129,6,8,GANopolis,0.6298,-0.0028,-0.002,-0.0723,-0.0412,0.0922,0.3556
130,6,9,GANopolis,0.6158,-0.002,-0.0017,0.0226,-0.0236,0.0366,0.1976
131,6,10,GANopolis,0.7393,-0.0004,-0.0004,0.002,-0.0153,0.0172,0.1609
132,6,11,GANopolis,0.835,0.0007,0.0007,-0.0336,0.0452,0.0596,0.2566
133,6,12,GANopolis,0.9665,0.0002,0.0006,-0.1186,0.0238,0.123,0.4676
134,6,13,GANopolis,1.0652,0.0001,0.0006,-0.1095,0.0002,0.1095,0.4063
135,6,14,GANopolis,1.1537,-0.0007,-0.0,-0.0975,0.001,0.0975,0.3614
136,6,15,GANopolis,1.2188,-0.0026,-0.0016,-0.0822,0.0053,0.0824,0.3097
137,6,16,GANopolis,1.2729,-0.0027,-0.0016,-0.0716,0.0079,0.0721,0.2789
138,6,17,GANopolis,1.3086,-0.0015,-0.0008,-0.0743,0.0095,0.0749,0.2873
139,6,18,GANopolis,1.3375,-0.0013,-0.0007,-0.0833,0.011,0.084,0.3144
140,6,19,GANopolis,1.3515,-0.0015,-0.0009,-0.0897,0.0096,0.0903,0.3349
141,6,20,GANopolis,1.3494,-0.0009,-0.0005,-0.0983,0.0117,0.099,0.3657
142,6,21,GANopolis,1.3189,-0.0015,-0.0016,-0.101,0.0085,0.1015,0.3753
143,6,22,GANopolis,1.2377,-0.0025,-0.0028,-0.1151,-0.0167,0.1166,0.4373
144,6,23,GANopolis,1.0915,-0.0014,-0.0016,-0.1143,-0.0312,0.1186,0.4465
145,7,0,GANopolis,0.943,0.0002,0.0002,-0.1147,-0.0219,0.117,0.44
146,7,1,GANopolis,0.8384,-0.0001,0.0004,-0.1058,-0.0023,0.1059,0.3932
147,7,2,GANopolis,0.7476,-0.0006,0.0001,-0.09,0.0135,0.0912,0.3379
148,7,3,GANopolis,0.6816,-0.0,0.0006,-0.0647,0.0297,0.0716,0.2777
149,7,4,GANopolis,0.6238,-0.0001,0.0005,-0.038,0.0427,0.0578,0.2414
150,7,5,GANopolis,0.5887,-0.0013,-0.001,-0.0224,0.0495,0.0544,0.2335
151,7,6,GANopolis,0.5894,-0.0021,-0.0023,-0.0474,0.0604,0.0781,0.2994
152,7,7,GANopolis,0.5885,-0.0019,-0.0023,-0.1165,0.0748,0.1396,0.5641
153,7,8,GANopolis,0.5881,-0.0007,-0.0009,-0.1734,0.0403,0.1784,0.84
154,7,9,GANopolis,0.5848,0.0016,0.0013,-0.1863,0.0104,0.1871,0.9313
155,7,10,GANopolis,0.5873,0.0018,0.0016,-0.2016,-0.0196,0.203,1.0599
156,7,11,GANopolis,0.6243,-0.0012,-0.0012,-0.1706,-0.0215,0.1727,0.7794
157,7,12,GANopolis,0.6899,-0.0029,-0.003,-0.133,-0.1073,0.1718,0.8733
158,7,13,GANopolis,0.7077,-0.0026,-0.0033,-0.4492,-0.155,0.4882,47.9438
159,7,14,GANopolis,0.6383,-0.0029,-0.0044,-0.5808,0.2101,0.6422,2742.484
160,7,15,GANopolis,1.0316,-0.0031,-0.0051,-0.2784,0.1555,0.3206,4.8213
161,7,16,GANopolis,1.1387,-0.0027,-0.0046,-0.1687,-0.0027,0.1715,0.7797
162,7,17,GANopolis,1.1915,-0.0024,-0.0037,-0.1535,-0.0395,0.1587,0.6744
163,7,18,GANopolis,1.2321,-0.002,-0.0028,-0.1528,-0.0241,0.1548,0.6497
164,7,19,GANopolis,1.2566,-0.0009,-0.0012,-0.1602,-0.0172,0.1612,0.6863
165,7,20,GANopolis,1.2696,0.0002,0.0002,-0.1573,-0.0134,0.1578,0.6604
166,7,21,GANopolis,1.2683,-0.0001,-0.0,-0.1434,-0.0064,0.1436,0.5735
167,7,22,GANopolis,1.2077,-0.0002,-0.0003,-0.1301,0.0004,0.1301,0.5011
168,7,23,GANopolis,1.1016,-0.0001,-0.0004,-0.1289,0.003,0.129,0.4957
169,8,0,GANopolis,0.9676,-0.0012,-0.0016,-0.1562,-0.0045,0.1563,0.6547
170,8,1,GANopolis,0.8334,-0.002,-0.0023,-0.1696,0.0081,0.17,0.7476
171,8,2,GANopolis,0.7298,-0.0014,-0.0017,-0.1848,0.048,0.1914,0.9324
172,8,3,GANopolis,0.6546,-0.0005,-0.0007,-0.1986,0.0766,0.2131,1.1593
173,8,4,GANopolis,0.6092,-0.0,0.0001,-0.1913,0.0678,0.2031,1.0617
174,8,5,GANopolis,0.5893,0.0004,0.0006,-0.1625,0.0452,0.1689,0.7554
175,8,6,GANopolis,0.5878,-0.0005,-0.0005,-0.1142,0.0151,0.1168,0.4434
176,8,7,GANopolis,0.5739,-0.003,-0.0033,-0.1126,-0.0378,0.1192,0.4596
177,8,8,GANopolis,0.5837,-0.0032,-0.0034,-0.1224,-0.0464,0.1311,0.5146
178,8,9,GANopolis,0.5591,-0.0011,-0.0011,-0.1464,-0.0267,0.1496,0.6176
179,8,10,GANopolis,0.5553,0.0007,0.0009,-0.1394,0.006,0.14,0.5684
180,8,11,GANopolis,0.5602,0.0008,0.0011,-0.1122,0.0131,0.1132,0.4242
181,8,12,GANopolis,0.5641,0.0007,0.0008,-0.1126,-0.0011,0.1132,0.4271
182,8,13,GANopolis,0.6283,0.001,0.001,-0.1074,-0.0265,0.1114,0.4143
183,8,14,GANopolis,0.7555,0.0001,0.0002,-0.1123,-0.0555,0.1255,0.4816
184,8,15,GANopolis,0.8571,-0.0016,-0.0015,-0.1288,-0.07,0.1469,0.5937
185,8,16,GANopolis,0.9756,-0.0027,-0.0026,-0.1235,-0.06,0.1376,0.5397
186,8,17,GANopolis,1.0568,-0.0018,-0.0017,-0.106,-0.0464,0.1157,0.4324
187,8,18,GANopolis,1.1199,-0.0004,-0.0007,-0.0942,-0.078,0.1236,0.4733
188,8,19,GANopolis,1.1656,0.0009,0.0,-0.1311,-0.1437,0.1951,0.9787
189,8,20,GANopolis,1.1528,-0.0005,-0.0012,-0.2318,-0.1584,0.2848,2.5317
190,8,21,GANopolis,1.1562,-0.0021,-0.0022,-0.2943,-0.0013,0.3001,2.8467
191,8,22,GANopolis,1.2022,-0.003,-0.0029,-0.1873,0.0823,0.205,1.0773
192,8,23,GANopolis,1.1545,-0.0045,-0.0048,-0.1588,0.0395,0.1644,0.7134
193,9,0,GANopolis,1.026,-0.0054,-0.0057,-0.1481,0.0029,0.1482,0.6035
194,9,1,GANopolis,0.882,-0.0043,-0.0039,-0.1224,0.0189,0.124,0.4749
195,9,2,GANopolis,0.7563,-0.0023,-0.0011,-0.0787,0.0233,0.0823,0.3126
196,9,3,GANopolis,0.6611,-0.001,0.0006,-0.0464,0.0219,0.0514,0.2272
197,9,4,GANopolis,0.5895,-0.0002,0.001,-0.0214,-0.0068,0.0294,0.1821
198,9,5,GANopolis,0.5542,0.0005,0.0011,-0.0331,-0.1343,0.1396,0.781
199,9,6,GANopolis,0.5122,-0.0004,-0.0007,-0.2127,-0.204,0.3036,3.6556
200,9,7,GANopolis,0.3144,-0.0014,-0.0023,-0.542,-0.2658,0.656,791.5703
201,9,8,GANopolis,0.3715,-0.0013,-0.0021,-0.53,-0.0167,0.5359,45.4432
202,9,9,GANopolis,0.515,-0.0015,-0.0024,-0.5326,-0.1951,0.5727,52.0198
203,9,10,GANopolis,0.5455,-0.0023,-0.0029,-0.4048,-0.2077,0.4614,16.1364
204,9,11,GANopolis,0.5744,-0.0022,-0.0024,-0.299,-0.1188,0.3227,3.8337
205,9,12,GANopolis,0.5634,-0.001,-0.0008,-0.1859,-0.1507,0.2413,1.6581
206,9,13,GANopolis,0.5922,0.0009,0.0014,-0.0927,-0.1574,0.1835,0.9386
207,9,14,GANopolis,0.6394,0.0019,0.0026,-0.0585,-0.1001,0.1161,0.4361
208,9,15,GANopolis,0.761,0.0014,0.0017,-0.0736,-0.073,0.1043,0.3854
209,9,16,GANopolis,0.8632,-0.0023,-0.0025,-0.0806,-0.0504,0.0954,0.3524
210,9,17,GANopolis,0.9684,-0.0046,-0.0049,-0.1113,-0.0507,0.1226,0.4699
211,9,18,GANopolis,1.0532,-0.0031,-0.0034,-0.1424,-0.0268,0.1458,0.5873
212,9,19,GANopolis,1.1132,-0.0001,-0.0003,-0.1314,0.0109,0.132,0.5086
213,9,20,GANopolis,1.1684,0.0016,0.0015,-0.127,0.017,0.1282,0.4917
214,9,21,GANopolis,1.203,0.0014,0.0012,-0.1174,0.0066,0.1177,0.4412
215,9,22,GANopolis,1.2246,0.0014,0.0013,-0.1157,-0.0096,0.1163,0.4348
216,9,23,GANopolis,1.2205,0.0013,0.0014,-0.1051,-0.0252,0.1082,0.4021
217,10,0,GANopolis,1.173,-0.0004,-0.0003,-0.0989,-0.0263,0.1025,0.3783
218,10,1,GANopolis,1.0412,-0.0024,-0.0024,-0.0912,-0.0137,0.0925,0.3429
219,10,2,GANopolis,0.8924,-0.0026,-0.0027,-0.1022,0.0092,0.1027,0.3813
220,10,3,GANopolis,0.7802,-0.0015,-0.0017,-0.1297,0.0233,0.1318,0.5115
221,10,4,GANopolis,0.6825,-0.0002,-0.0003,-0.1717,0.0174,0.1727,0.7787
222,10,5,GANopolis,0.6244,-0.0001,0.0007,-0.1789,0.0109,0.1792,0.8391
223,10,6,GANopolis,0.5909,-0.0005,0.0005,-0.1617,0.0169,0.1626,0.6939
224,10,7,GANopolis,0.5867,-0.0013,-0.0004,-0.1758,0.019,0.177,0.8065
225,10,8,GANopolis,0.5929,-0.0032,-0.0023,-0.1677,0.0239,0.1703,0.7688
226,10,9,GANopolis,0.6196,-0.0054,-0.0044,-0.1453,0.0336,0.1502,0.622
227,10,10,GANopolis,0.6384,-0.0043,-0.0032,-0.1495,0.0414,0.1557,0.6573
228,10,11,GANopolis,0.6522,-0.0015,-0.0005,-0.1873,0.0425,0.1929,0.959
229,10,12,GANopolis,0.6352,0.001,0.0018,-0.1802,0.0574,0.1895,0.9137
230,10,13,GANopolis,0.593,0.0016,0.0021,-0.184,0.0327,0.1885,0.9029
231,10,14,GANopolis,0.6077,0.0018,0.002,-0.2479,-0.0234,0.2493,1.7367
232,10,15,GANopolis,0.6705,0.0005,0.0007,-0.2564,-0.0103,0.2568,1.8756
233,10,16,GANopolis,0.8267,-0.0014,-0.0009,-0.1831,0.0029,0.1831,0.8833
234,10,17,GANopolis,0.9472,-0.001,-0.0004,-0.1337,0.0002,0.1337,0.5203
235,10,18,GANopolis,1.0377,-0.0008,0.0001,-0.112,0.0021,0.1121,0.4197
236,10,19,GANopolis,1.1214,-0.0018,-0.001,-0.0895,0.0042,0.0896,0.3339
237,10,20,GANopolis,1.1688,-0.0024,-0.0017,-0.0838,0.0036,0.0839,0.3139
238,10,21,GANopolis,1.2132,-0.0016,-0.001,-0.0731,-0.0006,0.0731,0.2816
239,10,22,GANopolis,1.241,0.001,0.0018,-0.0795,-0.0104,0.0802,0.3036
240,10,23,GANopolis,1.2581,0.0033,0.004,-0.083,-0.02,0.0854,0.3188
241,11,0,GANopolis,1.2586,0.0034,0.0037,-0.0877,-0.0275,0.092,0.3405
242,11,1,GANopolis,1.2213,-0.0002,-0.0004,-0.1084,-0.0331,0.1135,0.4248
243,11,2,GANopolis,1.1275,-0.0046,-0.0048,-0.1282,-0.0256,0.1309,0.5088
244,11,3,GANopolis,0.9954,-0.0045,-0.0044,-0.1291,-0.0118,0.1296,0.4999
245,11,4,GANopolis,0.8883,-0.0014,-0.001,-0.1123,-0.0068,0.1125,0.4198
246,11,5,GANopolis,0.8001,0.0021,0.0028,-0.0986,-0.0075,0.0989,0.3663
247,11,6,GANopolis,0.7265,0.0028,0.0035,-0.0875,-0.0049,0.0877,0.3261
248,11,7,GANopolis,0.6728,0.0025,0.0033,-0.0674,0.0019,0.0675,0.2674
249,11,8,GANopolis,0.6268,0.0026,0.0034,-0.0462,0.0063,0.0467,0.2165
250,11,9,GANopolis,0.6028,0.0012,0.0015,-0.0274,0.0058,0.0281,0.1793
251,11,10,GANopolis,0.6026,-0.0014,-0.0014,-0.0368,0.0147,0.0401,0.2042
252,11,11,GANopolis,0.6337,-0.003,-0.0031,-0.0649,0.0485,0.0827,0.3149
253,11,12,GANopolis,0.6262,-0.0024,-0.0026,-0.0991,0.0969,0.1392,0.549
254,11,13,GANopolis,0.6532,-0.0013,-0.0014,-0.1347,0.0602,0.1488,0.6096
255,11,14,GANopolis,0.6462,0.0004,0.0004,-0.1382,0.0205,0.1407,0.5599
256,11,15,GANopolis,0.6765,0.001,0.001,-0.1377,-0.0091,0.1382,0.5424
257,11,16,GANopolis,0.7962,0.0004,0.0004,-0.1051,-0.0087,0.1074,0.4002
258,11,17,GANopolis,0.91,-0.0012,-0.0014,-0.2038,-0.0999,0.2275,2.611
259,11,18,GANopolis,0.8701,-0.0047,-0.0055,-0.5618,-0.0929,0.577,51.5564
260,11,19,GANopolis,0.9368,-0.0055,-0.0069,-0.468,0.2253,0.526,28.9276
261,11,20,GANopolis,1.1806,-0.0032,-0.0051,-0.2355,0.1478,0.2805,3.1147
262,11,21,GANopolis,1.2594,-0.0,-0.0017,-0.1545,-0.0078,0.1558,0.6558
263,11,22,GANopolis,1.2979,0.0018,0.0007,-0.1626,-0.0206,0.1639,0.7171
264,11,23,GANopolis,1.3197,0.0023,0.0019,-0.162,-0.0154,0.1627,0.695
265,12,0,GANopolis,1.3438,0.0019,0.002,-0.1681,-0.0107,0.1685,0.7348
266,12,1,GANopolis,1.3486,-0.0,0.0004,-0.1381,-0.0073,0.1383,0.5483
267,12,2,GANopolis,1.3115,-0.0003,0.0001,-0.1065,-0.0078,0.1068,0.3985
268,12,3,GANopolis,1.2195,0.0004,0.0004,-0.0864,-0.0045,0.0866,0.3239
269,12,4,GANopolis,1.097,-0.0008,-0.0014,-0.1081,-0.0006,0.1081,0.4041
270,12,5,GANopolis,0.9801,-0.0026,-0.0035,-0.1459,0.0068,0.1461,0.5918
271,12,6,GANopolis,0.8728,-0.0027,-0.0034,-0.1742,0.023,0.1758,0.8044
272,12,7,GANopolis,0.7814,-0.0003,-0.0005,-0.2167,0.0313,0.219,1.2489
273,12,8,GANopolis,0.7185,0.0033,0.0032,-0.2203,0.0326,0.2227,1.2704
274,12,9,GANopolis,0.6738,0.0044,0.0043,-0.2246,0.0286,0.2264,1.367
275,12,10,GANopolis,0.6419,0.0021,0.0018,-0.2098,0.021,0.2109,1.1291
276,12,11,GANopolis,0.6219,-0.0032,-0.0034,-0.1912,0.0064,0.1914,0.9372
277,12,12,GANopolis,0.6355,-0.0048,-0.0046,-0.1409,-0.0037,0.1412,0.5613
278,12,13,GANopolis,0.6566,-0.0023,-0.0018,-0.1304,-0.0013,0.1306,0.5045
279,12,14,GANopolis,0.6567,0.0021,0.0026,-0.1086,0.0023,0.1091,0.409
280,12,15,GANopolis,0.6706,0.0041,0.0044,-0.1029,-0.0089,0.1038,0.3878
281,12,16,GANopolis,0.6999,0.0038,0.0039,-0.1029,-0.0326,0.1082,0.4007
282,12,17,GANopolis,0.8073,0.0038,0.0038,-0.1087,-0.0472,0.1187,0.4459
283,12,18,GANopolis,0.9326,0.0027,0.0026,-0.1184,-0.0543,0.1304,0.5004
284,12,19,GANopolis,1.0326,0.0001,0.0001,-0.1252,-0.0511,0.1354,0.5269
